Compound,Date,Negative,Neutral,News Organization,Positive,Tweet Text,Tweets Ago
-0.7269,2018-06-09 13:49:30+00:00,0.264,0.736,CBSNews,0.0,"For more than a year, Florida failed to do national background checks that could have disqualified people from gain… https://t.co/hvt09tJdaV",54
-0.5994,2018-06-09 13:30:03+00:00,0.231,0.769,CBSNews,0.0,Can President Trump and Kim Jong Un end the 68-year-old Korean War? https://t.co/yJYhxdnN74 https://t.co/z54J6O7jJK,55
-0.2263,2018-06-09 13:15:54+00:00,0.112,0.888,CBSNews,0.0,Search teams have located the body of a woman who vanished Friday in a suspected alligator attack… https://t.co/wg7RX1ZqLv,56
0.5106,2018-06-09 13:03:03+00:00,0.0,0.784,CBSNews,0.216,"""Zero trust"" between U.S. and North Korea ahead of historic summit https://t.co/2bT4TFLoUf https://t.co/8VpZ7gHoRk",57
-0.5106,2018-06-09 12:48:04+00:00,0.216,0.784,CBSNews,0.0,"University offers $3,500 to get sick and stay in ""Hotel Influenza"" https://t.co/pHdAork3OW https://t.co/pnJwdLVXQE",58
-0.0258,2018-06-09 12:33:04+00:00,0.073,0.927,CBSNews,0.0,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/oQxTlSaIMO https://t.co/RPOft178nu",59
-0.8481,2018-06-09 12:18:04+00:00,0.479,0.521,CBSNews,0.0,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/P61Ja7u7kS https://t.co/1OI79KPaIj",60
-0.6808,2018-06-09 12:03:04+00:00,0.301,0.699,CBSNews,0.0,Former Senate Intel staffer accused of lying to FBI makes first court appearance https://t.co/Ci68UqgVxb https://t.co/tLQ2bY4iDB,61
0.0,2018-06-09 11:48:03+00:00,0.0,1.0,CBSNews,0.0,Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,62
0.0,2018-06-09 11:33:03+00:00,0.0,1.0,CBSNews,0.0,Fox News' Charles Krauthammer says he has weeks to live https://t.co/4HPbRwLsAc https://t.co/wz1UiswLri,63
-0.7579,2018-06-09 11:18:03+00:00,0.481,0.519,CBSNews,0.0,Palestinians killed in protest near Israel-Gaza border https://t.co/DhtoKuJN9x https://t.co/qGbxFIUtK2,64
-0.3182,2018-06-09 11:03:05+00:00,0.204,0.796,CBSNews,0.0,Group photo masks underlying tension at G-7 summit https://t.co/gWeG8c22fI https://t.co/2Aqe8J9lyH,65
0.5574,2018-06-09 10:48:04+00:00,0.0,0.769,CBSNews,0.231,"Mom in ""affluenza"" case in Texas jail after positive drug test https://t.co/BdS7ls5VfD https://t.co/07u57WLNPp",66
-0.5994,2018-06-09 10:33:04+00:00,0.358,0.642,CBSNews,0.0,Stars react to Anthony Bourdain's death https://t.co/XaqFFj4SOP https://t.co/i6KvwcoZeI,67
0.5859,2018-06-09 10:18:05+00:00,0.0,0.648,CBSNews,0.352,$315M Powerball Jackpot winner comes forward https://t.co/ld8gpKWB2g https://t.co/MDyi8AsNCn,68
0.6705,2018-06-09 10:03:05+00:00,0.0,0.593,CBSNews,0.407,Former security chief for Senate Intelligence Committee indicted https://t.co/WWaotj7p68 https://t.co/XSkfk4QC4s,69
-0.34,2018-06-09 09:48:06+00:00,0.194,0.806,CBSNews,0.0,Teen's arrest prompts new use-of-force investigation for Mesa police https://t.co/AomCZUrMUq https://t.co/2NSzowvnSO,70
0.0,2018-06-09 09:33:03+00:00,0.0,1.0,CBSNews,0.0,Stormy Daniels' former attorney countersues https://t.co/CHACqidrrE https://t.co/j0JS2Q636P,71
-0.1779,2018-06-09 09:18:04+00:00,0.295,0.476,CBSNews,0.229,5 dangerous myths about Social Security https://t.co/L97dCCNTK4 https://t.co/nJTclEeU31,72
-0.8126,2018-06-09 09:03:08+00:00,0.375,0.625,CBSNews,0.0,"Suspect in fatal crash tells TV station: ""People hit and run people all the time"" https://t.co/ZUpGexiSHj https://t.co/ri9u6P6eBF",73
-0.7096,2018-06-09 08:48:04+00:00,0.33,0.67,CBSNews,0.0,High school valedictorian says mic was cut before speaking about sex assault https://t.co/VHy6P86iZW https://t.co/vr3OZuZ8NN,74
-0.6486,2018-06-09 08:33:04+00:00,0.264,0.736,CBSNews,0.0,Woman who led private investigator to stepson's decomposing remains found dead https://t.co/ifW3Y8NNWh https://t.co/fINIm2HenM,75
-0.0258,2018-06-09 08:18:03+00:00,0.073,0.927,CBSNews,0.0,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/dZbiYaOlNs https://t.co/nGg2JYkFQv",76
-0.5106,2018-06-09 08:03:04+00:00,0.216,0.784,CBSNews,0.0,"University offers $3,500 to get sick and stay in ""Hotel Influenza"" https://t.co/qmdxJHvro3 https://t.co/Ay5D1Hnrk9",77
-0.8481,2018-06-09 07:48:03+00:00,0.479,0.521,CBSNews,0.0,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/NSvhsLD5YS https://t.co/Es5pmEwguh",78
-0.6124,2018-06-09 07:33:03+00:00,0.308,0.692,CBSNews,0.0,"Asia Argento, girlfriend of Anthony Bourdain, ""beyond devastated"" https://t.co/iYY5HTPcVe https://t.co/twNUJmiCIp",79
0.0,2018-06-09 07:18:03+00:00,0.0,1.0,CBSNews,0.0,Fox News' Charles Krauthammer says he has weeks to live https://t.co/fbQ25GCArj https://t.co/7YOc4ptMl0,80
0.296,2018-06-09 07:03:04+00:00,0.0,0.845,CBSNews,0.155,"Researchers say they're on the verge of creating a revolutionary, non-addictive painkiller https://t.co/u9kM4XUWXI https://t.co/KJLneHl9Xg",81
-0.7579,2018-06-09 06:48:04+00:00,0.481,0.519,CBSNews,0.0,Palestinians killed in protest near Israel-Gaza border https://t.co/Gcf57qhHp6 https://t.co/yEeiclWjS0,82
0.5574,2018-06-09 06:33:04+00:00,0.0,0.723,CBSNews,0.277,"Trump says he may pardon Muhammad Ali, who does not need a pardon https://t.co/CSfrmCESau https://t.co/lEbE35xvkE",83
-0.5994,2018-06-09 06:18:04+00:00,0.358,0.642,CBSNews,0.0,Stars react to Anthony Bourdain's death https://t.co/ZAvjD1gHKv https://t.co/Xzyn9wv60j,84
0.5574,2018-06-09 06:03:06+00:00,0.0,0.769,CBSNews,0.231,"Mom in ""affluenza"" case in Texas jail after positive drug test https://t.co/Aryj6AEkAZ https://t.co/K39a1CtDfC",85
-0.5574,2018-06-09 05:48:04+00:00,0.205,0.795,CBSNews,0.0,Kate Spade's father said he spoke to her the night before she died https://t.co/hPhLaiRl9K https://t.co/xbutyk3sKb,86
0.5859,2018-06-09 05:33:05+00:00,0.0,0.648,CBSNews,0.352,$315M Powerball Jackpot winner comes forward https://t.co/EtmEQjQ1iD https://t.co/wzu4QQsb9J,87
-0.34,2018-06-09 05:18:05+00:00,0.194,0.806,CBSNews,0.0,Teen's arrest prompts new use-of-force investigation for Mesa police https://t.co/Ojn5ufeZQW https://t.co/P2IlJl7Y8v,88
0.0,2018-06-09 05:03:04+00:00,0.0,1.0,CBSNews,0.0,Stormy Daniels' former attorney countersues https://t.co/9TcJ8awSG0 https://t.co/Y7HjJ8RZAA,89
-0.1779,2018-06-09 04:48:03+00:00,0.295,0.476,CBSNews,0.229,5 dangerous myths about Social Security https://t.co/eJR8SNXxF6 https://t.co/bpF6XXuB01,90
-0.7096,2018-06-09 04:33:03+00:00,0.33,0.67,CBSNews,0.0,High school valedictorian says mic was cut before speaking about sex assault https://t.co/HPzGQvfP6v https://t.co/y4vjIuSSbB,91
-0.6486,2018-06-09 04:18:03+00:00,0.264,0.736,CBSNews,0.0,Woman who led private investigator to stepson's decomposing remains found dead https://t.co/tIzWD3pZII https://t.co/EylAtAJMjM,92
-0.0258,2018-06-09 04:03:06+00:00,0.073,0.927,CBSNews,0.0,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/vbyN5oULaN https://t.co/7WLUMDNYDH",93
0.1531,2018-06-09 03:50:00+00:00,0.157,0.657,CBSNews,0.187,"The Warriors defeated LeBron James and the Cavaliers 108-85, completing a perfect 4-0 sweep https://t.co/Byn9sLKXGL https://t.co/V4KNZy4IAt",94
-0.6486,2018-06-09 03:48:03+00:00,0.398,0.602,CBSNews,0.0,Woman missing after reported alligator attack in Florida https://t.co/GP0MEsucEt https://t.co/Bs3cVoxsSk,95
-0.8481,2018-06-09 03:33:03+00:00,0.479,0.521,CBSNews,0.0,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/p2zYrsgywF https://t.co/rKKuaUzghZ",96
-0.6124,2018-06-09 03:18:04+00:00,0.308,0.692,CBSNews,0.0,"Asia Argento, girlfriend of Anthony Bourdain, ""beyond devastated"" https://t.co/e1GU9vOKPn https://t.co/RrDJwtAUm4",97
0.0,2018-06-09 03:03:08+00:00,0.0,1.0,CBSNews,0.0,Fox News' Charles Krauthammer says he has weeks to live https://t.co/jIOUmPjHSU https://t.co/jIGRsinthx,98
0.0,2018-06-09 02:49:33+00:00,0.0,1.0,CBSNews,0.0,Revelations of a Chinese cyberattack on a U.S. Navy contractor comes days before President Trump attends a summit w… https://t.co/nJQCbqjMaP,99
0.4019,2018-06-09 02:29:33+00:00,0.0,0.863,CBSNews,0.137,"""The future is now"": Policymakers and businesses are ill-prepared to help workers navigate the transition and adapt… https://t.co/fzNPQYkxY7",100
0.0,2018-06-10 00:30:08+00:00,0.0,1.0,CNN,0.0,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/KyyWswuJUN",1
-0.6901,2018-06-10 00:03:12+00:00,0.262,0.738,CNN,0.0,"President Trump calls Canadian Prime Minister Justin Trudeau ""very dishonest and weak,"" accusing him of making ""fal… https://t.co/fj0JucTrXy",2
0.6124,2018-06-10 00:00:04+00:00,0.0,0.762,CNN,0.238,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/luJqdfSzRj",3
-0.5994,2018-06-09 23:30:13+00:00,0.151,0.849,CNN,0.0,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/wYZnzHjRli,4
-0.296,2018-06-09 23:00:05+00:00,0.176,0.824,CNN,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/xEzj6dMTcl",5
0.8176,2018-06-09 22:58:33+00:00,0.0,0.681,CNN,0.319,BREAKING: Justify wins the 150th running of the Belmont Stakes to win horse racing’s 13th Triple Crown https://t.co/TUE8Wwe8FS,6
0.765,2018-06-09 22:30:05+00:00,0.145,0.526,CNN,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,7
0.5859,2018-06-09 22:15:00+00:00,0.074,0.703,CNN,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",8
-0.6486,2018-06-09 22:00:13+00:00,0.218,0.782,CNN,0.0,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,9
0.2732,2018-06-09 21:53:00+00:00,0.0,0.9,CNN,0.1,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",10
-0.5574,2018-06-09 21:45:05+00:00,0.159,0.841,CNN,0.0,"Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",11
-0.296,2018-06-09 21:37:48+00:00,0.115,0.885,CNN,0.0,JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,12
0.5927,2018-06-09 21:10:05+00:00,0.0,0.815,CNN,0.185,"Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",13
-0.1027,2018-06-09 21:00:06+00:00,0.072,0.928,CNN,0.0,An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,14
0.0,2018-06-09 20:50:07+00:00,0.0,1.0,CNN,0.0,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,15
-0.4767,2018-06-09 20:40:09+00:00,0.154,0.846,CNN,0.0,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,16
0.0,2018-06-09 20:30:08+00:00,0.0,1.0,CNN,0.0,Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,17
0.6705,2018-06-09 20:20:24+00:00,0.085,0.618,CNN,0.297,"There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",18
0.6486,2018-06-09 20:10:07+00:00,0.0,0.762,CNN,0.238,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",19
0.0,2018-06-09 20:00:09+00:00,0.0,1.0,CNN,0.0,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",20
0.539,2018-06-09 19:50:34+00:00,0.0,0.852,CNN,0.148,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,21
0.5859,2018-06-09 19:40:00+00:00,0.0,0.847,CNN,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk",22
0.3612,2018-06-09 19:30:00+00:00,0.0,0.878,CNN,0.122,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz",23
-0.7269,2018-06-09 19:20:09+00:00,0.319,0.681,CNN,0.0,A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz,24
-0.6486,2018-06-09 19:17:02+00:00,0.218,0.782,CNN,0.0,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/lzZyRpT9Co,25
-0.7506,2018-06-09 19:10:07+00:00,0.274,0.726,CNN,0.0,"Authorities have found the remains of a woman killed by an alligator in Davie, Florida. The woman disappeared Frida… https://t.co/MlDdA6jk5h",26
0.0,2018-06-09 19:00:08+00:00,0.0,1.0,CNN,0.0,The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC,27
0.5719,2018-06-09 18:50:01+00:00,0.0,0.861,CNN,0.139,"In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX",28
0.0,2018-06-09 18:40:00+00:00,0.0,1.0,CNN,0.0,"President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4",29
0.0,2018-06-09 18:30:14+00:00,0.0,1.0,CNN,0.0,This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L,30
0.4215,2018-06-09 18:20:06+00:00,0.0,0.882,CNN,0.118,"At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09",31
0.4215,2018-06-09 18:10:00+00:00,0.0,0.781,CNN,0.219,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74,32
0.765,2018-06-09 18:00:06+00:00,0.145,0.526,CNN,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8,33
0.0,2018-06-09 17:50:06+00:00,0.0,1.0,CNN,0.0,"What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl",34
0.0,2018-06-09 17:40:05+00:00,0.0,1.0,CNN,0.0,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA,35
0.0,2018-06-09 17:27:05+00:00,0.0,1.0,CNN,0.0,A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8,36
0.2732,2018-06-09 17:18:43+00:00,0.221,0.514,CNN,0.265,Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu,37
-0.4019,2018-06-09 16:59:35+00:00,0.119,0.881,CNN,0.0,President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY,38
-0.7506,2018-06-09 16:47:11+00:00,0.33,0.67,CNN,0.0,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc,39
-0.5994,2018-06-09 16:36:04+00:00,0.151,0.849,CNN,0.0,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a,40
0.4404,2018-06-09 16:26:06+00:00,0.0,0.868,CNN,0.132,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",41
0.7717,2018-06-09 16:14:06+00:00,0.0,0.749,CNN,0.251,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",42
0.0,2018-06-09 16:00:03+00:00,0.0,1.0,CNN,0.0,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",43
0.2023,2018-06-09 15:50:29+00:00,0.0,0.913,CNN,0.087,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,44
0.1779,2018-06-09 15:38:05+00:00,0.097,0.773,CNN,0.13,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,45
-0.296,2018-06-09 15:27:34+00:00,0.176,0.824,CNN,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",46
0.0,2018-06-09 15:13:56+00:00,0.0,1.0,CNN,0.0,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",47
-0.4585,2018-06-09 14:57:06+00:00,0.187,0.813,CNN,0.0,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,48
-0.0772,2018-06-09 14:43:08+00:00,0.067,0.933,CNN,0.0,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,49
0.6597,2018-06-09 14:36:51+00:00,0.0,0.822,CNN,0.178,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",50
0.2732,2018-06-09 14:30:03+00:00,0.0,0.884,CNN,0.116,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",51
0.539,2018-06-09 14:24:10+00:00,0.0,0.852,CNN,0.148,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,52
-0.3412,2018-06-09 14:20:07+00:00,0.211,0.789,CNN,0.0,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,53
0.5574,2018-06-09 14:18:20+00:00,0.0,0.813,CNN,0.187,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",54
0.0,2018-06-09 14:16:21+00:00,0.0,1.0,CNN,0.0,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,55
0.0,2018-06-09 14:09:49+00:00,0.0,1.0,CNN,0.0,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,56
0.34,2018-06-09 14:01:04+00:00,0.0,0.888,CNN,0.112,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,57
-0.3818,2018-06-09 13:46:07+00:00,0.167,0.833,CNN,0.0,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,58
0.0,2018-06-09 13:31:03+00:00,0.0,1.0,CNN,0.0,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",59
0.5719,2018-06-09 13:26:05+00:00,0.0,0.829,CNN,0.171,The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej,60
0.5859,2018-06-09 13:16:00+00:00,0.0,0.847,CNN,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/mPpGOqifbk",61
0.0,2018-06-09 13:01:05+00:00,0.0,1.0,CNN,0.0,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/Qs5xlj8fwK",62
0.0,2018-06-09 12:53:19+00:00,0.119,0.763,CNN,0.119,"Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia",63
0.6124,2018-06-09 12:46:08+00:00,0.0,0.762,CNN,0.238,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0",64
0.3818,2018-06-09 12:31:06+00:00,0.0,0.698,CNN,0.302,Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh,65
0.4939,2018-06-09 12:16:00+00:00,0.0,0.856,CNN,0.144,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH,66
0.4576,2018-06-09 12:01:03+00:00,0.0,0.786,CNN,0.214,Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV,67
-0.5994,2018-06-09 11:52:04+00:00,0.151,0.849,CNN,0.0,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7,68
0.0,2018-06-09 11:46:00+00:00,0.0,1.0,CNN,0.0,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",69
-0.296,2018-06-09 11:31:05+00:00,0.176,0.824,CNN,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",70
0.3612,2018-06-09 11:16:00+00:00,0.0,0.878,CNN,0.122,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",71
0.765,2018-06-09 11:01:06+00:00,0.145,0.526,CNN,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,72
-0.4588,2018-06-09 10:31:49+00:00,0.143,0.857,CNN,0.0,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",73
0.0,2018-06-09 10:16:00+00:00,0.0,1.0,CNN,0.0,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",74
0.0,2018-06-09 10:01:03+00:00,0.0,1.0,CNN,0.0,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,75
0.0,2018-06-09 09:31:04+00:00,0.0,1.0,CNN,0.0,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",76
0.4019,2018-06-09 09:29:10+00:00,0.0,0.87,CNN,0.13,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",77
0.5859,2018-06-09 09:16:00+00:00,0.074,0.703,CNN,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",78
0.0,2018-06-09 09:01:21+00:00,0.0,1.0,CNN,0.0,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",79
0.0,2018-06-09 08:31:08+00:00,0.0,1.0,CNN,0.0,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,80
-0.6124,2018-06-09 08:29:13+00:00,0.238,0.762,CNN,0.0,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",81
0.6369,2018-06-09 08:16:00+00:00,0.0,0.794,CNN,0.206,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv,82
0.3612,2018-06-09 08:05:06+00:00,0.089,0.751,CNN,0.16,The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0,83
0.0,2018-06-09 08:01:09+00:00,0.0,1.0,CNN,0.0,President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,84
0.2732,2018-06-09 07:46:00+00:00,0.0,0.9,CNN,0.1,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL",85
0.0,2018-06-09 07:31:08+00:00,0.0,1.0,CNN,0.0,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,86
0.0,2018-06-09 07:16:00+00:00,0.0,1.0,CNN,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj",87
-0.2732,2018-06-09 07:01:07+00:00,0.104,0.896,CNN,0.0,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U",88
0.0,2018-06-09 06:46:00+00:00,0.0,1.0,CNN,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,89
0.0,2018-06-09 06:31:07+00:00,0.0,1.0,CNN,0.0,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F,90
0.2263,2018-06-09 06:16:00+00:00,0.0,0.894,CNN,0.106,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W,91
0.0,2018-06-09 06:01:07+00:00,0.0,1.0,CNN,0.0,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ,92
0.8519,2018-06-09 05:46:00+00:00,0.0,0.646,CNN,0.354,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx,93
0.7351,2018-06-09 05:16:00+00:00,0.0,0.677,CNN,0.323,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb,94
0.0258,2018-06-09 05:01:04+00:00,0.0,0.942,CNN,0.058,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/QrC1BQMFkl,95
0.4215,2018-06-09 04:46:00+00:00,0.0,0.781,CNN,0.219,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/r2CaKtagX7,96
